Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Losing Voter Bloc Original Winning Parties,Scottish STV - Losing Voter Bloc New Winning Parties,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,Scottish STV - Winning Voter Bloc Original Winning Parties,Scottish STV - Winning Voter Bloc New Winning Parties,Scottish STV - Alt Winning Voter Bloc Anomaly,Scottish STV - Removed Alt Winner Ballots,Scottish STV - Alt Winning Voter Bloc Original Winning Parties,Scottish STV - Alt Winning Voter Bloc New Winning Parties,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Losing Voter Bloc Original Winning Parties,Meek STV - Losing Voter Bloc New Winning Parties,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Meek STV - Winning Voter Bloc Original Winning Parties,Meek STV - Winning Voter Bloc New Winning Parties,Meek STV - Alt Winning Voter Bloc Anomaly,Meek STV - Removed Alt Winner Ballots,Meek STV - Alt Winning Voter Bloc Original Winning Parties,Meek STV - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Alt Winner Ballots,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Alt Winner Ballots,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Losing Voter Bloc Original Winning Parties,Expanding Approvals - Losing Voter Bloc New Winning Parties,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots,Expanding Approvals - Winning Voter Bloc Original Winning Parties,Expanding Approvals - Winning Voter Bloc New Winning Parties,Expanding Approvals - Alt Winning Voter Bloc Anomaly,Expanding Approvals - Removed Alt Winner Ballots,Expanding Approvals - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals - Alt Winning Voter Bloc New Winning Parties
glasgow_2012_ward16.csv,"[5, 6, 10, 9]","{(1,): 25, (1, 2): 3, (1, 2, 11): 1, (1, 2, 11, 8): 1, (1, 2, 3, 4): 1, (1, 2, 8): 1, (1, 3): 1, (1, 3, 2, 4): 1, (1, 3, 7): 1, (1, 7): 5, (1, 7, 3): 1, (1, 8, 2): 2, (11,): 37, (11, 1): 1, (11, 2): 2, (11, 2, 4): 1, (11, 2, 8): 7, (11, 2, 8, 4): 1, (11, 4): 10, (11, 4, 2): 2, (11, 4, 8): 1, (11, 7, 1): 1, (11, 8): 1, (11, 8, 2): 8, (11, 8, 4, 7): 1, (2,): 11, (2, 1): 2, (2, 1, 7): 2, (2, 11): 5, (2, 11, 7): 1, (2, 11, 8): 1, (2, 3, 8): 1, (2, 4): 1, (2, 4, 11): 1, (2, 7, 1): 1, (2, 7, 8): 1, (2, 8): 101, (2, 8, 1): 1, (2, 8, 11): 21, (2, 8, 11, 4): 1, (2, 8, 11, 7): 1, (2, 8, 3): 4, (2, 8, 4): 2, (2, 8, 4, 11): 1, (2, 8, 7): 1, (3,): 3, (3, 11): 1, (3, 11, 8): 1, (3, 2, 7): 1, (3, 7): 1, (3, 7, 8): 1, (3, 8): 1, (4,): 11, (4, 11): 5, (4, 11, 2, 3): 1, (4, 2, 11): 1, (4, 8): 1, (7,): 11, (7, 1): 5, (7, 1, 2): 1, (7, 1, 3): 2, (7, 2): 1, (7, 2, 1): 2, (7, 2, 8): 1, (7, 3): 1, (7, 3, 2): 1, (7, 8, 4): 1, (8,): 1, (8, 11, 2): 1, (8, 2): 3, (8, 2, 11): 2, (8, 2, 4, 11): 1, (8, 2, 7): 1}","['Grn', 'Lab', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2017_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[9, 5, 7, 4]","{(1,): 34, (1, 10): 1, (1, 10, 11): 1, (1, 10, 3): 2, (1, 10, 3, 2): 1, (1, 10, 6): 1, (1, 2): 3, (1, 2, 10): 2, (1, 2, 3): 3, (1, 2, 8): 1, (1, 3): 2, (1, 3, 2): 1, (1, 6): 2, (1, 8, 10, 11, 3): 1, (1, 8, 6): 1, (10,): 17, (10, 1): 3, (10, 1, 3): 1, (10, 11): 1, (10, 11, 6): 2, (10, 11, 8): 1, (10, 3, 1): 1, (10, 3, 1, 2): 1, (10, 3, 6): 1, (10, 6, 1): 1, (11,): 23, (11, 1, 2): 1, (11, 1, 3): 1, (11, 2): 2, (11, 2, 1): 2, (11, 2, 3): 1, (11, 2, 8): 2, (11, 6): 1, (11, 8): 2, (11, 8, 10, 1, 2): 1, (11, 8, 2, 1): 1, (11, 8, 3): 2, (2,): 9, (2, 1): 2, (2, 1, 11): 1, (2, 11): 1, (2, 11, 8): 1, (2, 3): 3, (2, 3, 1): 1, (2, 6, 1): 1, (3,): 10, (3, 1): 1, (3, 1, 2): 2, (3, 1, 8): 1, (3, 10): 1, (3, 11): 1, (3, 2): 3, (3, 2, 1, 11, 8): 1, (6,): 36, (6, 1): 4, (6, 1, 10): 1, (6, 1, 2): 1, (6, 10, 11): 1, (6, 11): 1, (6, 2): 1, (6, 2, 1, 8): 1, (6, 3, 8, 1): 1, (8,): 9, (8, 10, 1): 1, (8, 10, 11, 1, 2): 1, (8, 11): 3, (8, 11, 1): 1, (8, 11, 10, 2): 1, (8, 2, 3): 1, (8, 3): 1, (8, 3, 11): 1, (8, 6): 1, (8, 6, 10): 1}","['Lab', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,,,,
highland_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2022_north_coast.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 10, 2, 4, 7]","{(5, 3, 6): 1, (3, 9): 1, (9, 11): 10, (6, 11): 2, (6, 3, 11, 5): 1, (5,): 8, (11,): 38, (5, 9): 1, (9, 6): 2, (9, 6, 5): 1, (9, 11, 6): 2, (9,): 24, (6, 3): 1, (3, 5): 7, (11, 9): 7, (6, 11, 5): 1, (6,): 32, (3,): 5, (11, 5): 1, (5, 11): 2, (9, 3): 1, (3, 5, 11): 1, (6, 5): 4}","['Con', 'Ind', 'Lab', 'SNP', 'SNP']","['Con', 'Con', 'Ind', 'SNP', 'SNP']",,,,,,,,
north_lanarkshire_2017_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edinburgh_2022_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2007_eastcentre.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 5, 2, 10]","{(1,): 187, (1, 11): 55, (1, 11, 13): 5, (1, 11, 3): 3, (1, 11, 6): 2, (1, 11, 6, 7): 5, (1, 11, 6, 7, 3): 1, (1, 11, 7, 6): 2, (1, 11, 8, 3): 1, (1, 11, 9): 3, (1, 13): 14, (1, 13, 11): 3, (1, 13, 3, 11): 1, (1, 13, 6): 1, (1, 13, 6, 7): 2, (1, 13, 6, 9): 1, (1, 13, 7): 2, (1, 13, 7, 6): 1, (1, 13, 7, 6, 9): 1, (1, 13, 9): 1, (1, 3): 5, (1, 3, 11, 7): 1, (1, 3, 6): 1, (1, 6): 9, (1, 6, 11): 1, (1, 6, 11, 7): 1, (1, 6, 13): 1, (1, 6, 13, 11, 7): 1, (1, 6, 13, 9): 1, (1, 6, 7): 41, (1, 6, 7, 11): 8, (1, 6, 7, 11, 3): 2, (1, 6, 7, 11, 9): 1, (1, 6, 7, 13): 4, (1, 6, 7, 13, 11): 1, (1, 6, 7, 13, 9): 1, (1, 6, 7, 3): 2, (1, 6, 7, 8, 9): 1, (1, 6, 7, 9): 4, (1, 6, 7, 9, 11, 13): 2, (1, 6, 7, 9, 13): 1, (1, 6, 7, 9, 13, 3): 1, (1, 6, 9): 2, (1, 6, 9, 7): 1, (1, 7): 3, (1, 7, 11): 1, (1, 7, 13, 9): 1, (1, 7, 6): 8, (1, 7, 6, 11): 2, (1, 7, 6, 13): 1, (1, 7, 6, 9): 3, (1, 7, 6, 9, 11): 1, (1, 7, 9): 2, (1, 8, 13): 1, (1, 9): 21, (1, 9, 11): 3, (1, 9, 13): 1, (1, 9, 6): 3, (1, 9, 6, 7): 6, (1, 9, 7): 4, (1, 9, 7, 13): 2, (1, 9, 7, 6): 2, (11,): 57, (11, 1): 23, (11, 1, 13): 1, (11, 1, 3): 1, (11, 1, 6): 1, (11, 1, 6, 7): 2, (11, 1, 7): 2, (11, 1, 9): 2, (11, 1, 9, 7, 6): 1, (11, 13): 3, (11, 13, 9): 2, (11, 3): 1, (11, 6, 1): 1, (11, 6, 1, 7): 1, (11, 6, 7): 1, (11, 7, 6, 3, 13): 1, (11, 8, 1): 1, (11, 8, 6, 7): 1, (11, 9): 1, (11, 9, 3): 1, (11, 9, 8): 1, (13,): 17, (13, 1): 2, (13, 1, 11): 1, (13, 1, 6): 1, (13, 1, 6, 7): 1, (13, 1, 6, 7, 9): 2, (13, 1, 6, 7, 9, 3): 1, (13, 1, 9): 1, (13, 11): 1, (13, 11, 1): 1, (13, 11, 1, 7): 1, (13, 8, 3, 9): 1, (13, 9): 3, (13, 9, 1): 2, (13, 9, 1, 7, 6): 2, (13, 9, 3): 3, (13, 9, 6, 7): 1, (13, 9, 7): 1, (3,): 9, (3, 1, 9): 1, (3, 11, 1): 1, (6,): 2, (6, 1, 3): 1, (6, 13, 7): 1, (6, 7): 1, (6, 7, 1): 5, (6, 7, 1, 9): 1, (6, 7, 11): 2, (6, 7, 11, 9): 1, (6, 7, 13): 2, (6, 7, 3): 2, (6, 7, 9): 6, (6, 7, 9, 1): 1, (6, 7, 9, 1, 3): 1, (6, 7, 9, 13): 1, (7, 1, 11): 1, (7, 1, 6): 1, (7, 11, 1, 6): 1, (7, 6): 7, (7, 6, 1): 3, (7, 6, 11, 1): 2, (7, 6, 9): 1, (7, 9, 1): 1, (8,): 8, (9,): 12, (9, 1): 1, (9, 1, 13): 3, (9, 1, 3): 1, (9, 1, 6): 1, (9, 1, 6, 7): 5, (9, 1, 7): 1, (9, 13): 1, (9, 13, 1): 1, (9, 13, 6, 7): 1, (9, 13, 6, 7, 1): 1, (9, 3): 1, (9, 3, 1, 7): 1, (9, 3, 11, 1): 1, (9, 6, 7): 2, (9, 6, 7, 1): 1, (9, 6, 7, 3): 1, (9, 7, 6, 1): 2, (9, 7, 6, 11): 1, (9, 7, 6, 13): 1}","['Grn', 'Lab', 'Lab', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']",,,,,,,,
glasgow_2012_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glasgow_2012_ward5.csv,"[1, 9, 13, 10]","{(12,): 37, (12, 14): 6, (12, 14, 3): 6, (12, 14, 7): 4, (12, 14, 8): 1, (12, 14, 8, 2, 7): 1, (12, 2): 3, (12, 2, 14): 1, (12, 3): 2, (12, 3, 14): 1, (12, 3, 2): 1, (12, 3, 2, 6, 14): 1, (12, 8): 22, (12, 8, 14): 9, (12, 8, 14, 3): 2, (12, 8, 14, 3, 2): 1, (12, 8, 2): 4, (12, 8, 2, 14): 1, (12, 8, 3): 3, (12, 8, 3, 14, 7): 1, (12, 8, 7): 1, (12, 8, 7, 14, 3): 1, (14,): 10, (14, 12): 4, (14, 12, 3): 2, (14, 12, 6): 1, (14, 12, 8, 3): 1, (14, 2): 1, (14, 3): 8, (14, 3, 12): 2, (14, 3, 8): 1, (14, 7): 1, (14, 7, 2): 1, (14, 7, 3): 1, (14, 8, 12): 1, (2,): 2, (2, 3): 6, (2, 3, 14): 1, (2, 3, 6): 1, (2, 3, 7, 14): 1, (2, 7): 2, (2, 7, 3): 2, (2, 8): 1, (2, 8, 14): 1, (2, 8, 7): 1, (3,): 32, (3, 12, 14, 7): 1, (3, 14): 3, (3, 14, 2): 1, (3, 14, 6): 1, (3, 2): 7, (3, 2, 6): 4, (3, 2, 7): 2, (3, 6): 2, (3, 6, 7): 1, (3, 7): 4, (3, 7, 14, 12): 1, (3, 7, 2): 1, (3, 7, 6): 1, (3, 8, 2): 2, (6,): 8, (6, 2): 1, (6, 2, 3, 8): 1, (6, 3): 2, (6, 3, 2): 1, (6, 3, 2, 14): 1, (6, 3, 7): 1, (6, 7): 1, (6, 7, 3): 1, (7,): 162, (7, 12, 3, 8): 1, (7, 14): 1, (7, 14, 8): 1, (7, 2): 2, (7, 2, 12): 1, (7, 2, 3): 1, (7, 3): 2, (7, 3, 14): 1, (7, 3, 2): 1, (7, 3, 6): 1, (7, 6): 1, (7, 6, 3): 1, (7, 8): 1, (7, 8, 12): 1, (8,): 17, (8, 12): 25, (8, 12, 14): 7, (8, 12, 14, 2): 1, (8, 12, 14, 3): 1, (8, 12, 14, 7): 1, (8, 12, 2): 1, (8, 12, 2, 3): 1, (8, 12, 3): 4, (8, 12, 3, 7): 1, (8, 12, 6): 1, (8, 12, 7): 1, (8, 14): 1, (8, 3): 1, (8, 3, 14): 1, (8, 3, 14, 2): 1, (8, 6, 2, 14): 1, (8, 7): 2, (8, 7, 12): 2}","['Glasgow First', 'Lab', 'Lab', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 2, 1]","{(4,): 862}","['Con', 'LD', 'Lab']","['Con', 'LD', 'SNP']","[4, 2, 1]","{(4,): 862}","['Con', 'LD', 'Lab']","['Con', 'LD', 'SNP']"
aberdeenshire_2022_ward6.csv,,,,,"[1, 4, 2]","{(4,): 596}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']","[1, 4, 2]","{(4,): 596}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']",,,,,"[1, 4, 2]","{(4,): 596}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']","[1, 4, 2]","{(4,): 596}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 4, 2]","{(4,): 596}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']","[1, 4, 2]","{(4,): 596}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']"
aberdeen_2017_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 3]","{(3,): 17}","['Con', 'LD', 'LD']","['LD', 'LD', 'SNP']","[2, 4, 3]","{(3,): 17}","['Con', 'LD', 'LD']","['LD', 'LD', 'SNP']"
argyll_bute_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
clackmannanshire_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3]","{(1,): 437}","['Con', 'Ind', 'SNP']","['Ind', 'Lab', 'SNP']","[1, 2, 3]","{(1,): 437}","['Con', 'Ind', 'SNP']","['Ind', 'Lab', 'SNP']"
east_ayrshire_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_dunbartonshire_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eilean_siar_2022_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falkirk_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
highland_2022_inverness_millburn.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3]","{(1,): 470}","['LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP']","[1, 2, 3]","{(1,): 470}","['LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP']"
midlothian_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 1, 4]","{(1,): 413}","['Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']","[3, 1, 4]","{(1,): 413}","['Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP']"
moray_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2017_ward3.csv,,,,,"[3, 4, 2]","{(2,): 379}","['Con', 'Ind', 'SNP']","['Con', 'SNP', 'SNP']","[3, 4, 2]","{(2,): 379}","['Con', 'Ind', 'SNP']","['Con', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
moray_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2017_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward16.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward4.csv,,,,,"[1, 2, 5, 3]","{(1,): 590}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[1, 2, 5, 3]","{(1,): 590}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']",,,,,"[1, 2, 5, 3]","{(1,): 590}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[1, 2, 5, 3]","{(1,): 590}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 3, 5]","{(1,): 590, (1, 5): 240, (5,): 147, (5, 1): 92}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[2, 1, 3, 5]","{(1,): 590, (1, 5): 240, (5,): 147, (5, 1): 92}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']"
aberdeenshire_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 5, 1, 2]","{(1,): 153, (1, 4): 175, (4,): 648, (4, 1): 482}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP', 'SNP']","[4, 5, 1, 2]","{(1,): 153, (1, 4): 175, (4,): 648, (4, 1): 482}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP', 'SNP']"
aberdeenshire_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 2, 4]","{(2,): 291}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']","[3, 2, 4]","{(2,): 291}","['Con', 'LD', 'SNP']","['Con', 'Con', 'SNP']"
aberdeen_2022_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3, 5]","{(1,): 1120}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP', 'SNP']","[1, 2, 3, 5]","{(1,): 1120}","['Con', 'LD', 'Lab', 'SNP']","['Con', 'LD', 'SNP', 'SNP']"
angus_2017_ward6.csv,,,,,"[1, 2, 3, 5]","{(1,): 365, (1, 3): 180, (3,): 842, (3, 1): 382}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[1, 2, 3, 5]","{(1,): 365, (1, 3): 180, (3,): 842, (3, 1): 382}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']",,,,,"[1, 2, 3, 5]","{(1,): 365, (1, 3): 180, (3,): 842, (3, 1): 382}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[1, 2, 3, 5]","{(1,): 365, (1, 3): 180, (3,): 842, (3, 1): 382}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
