Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,AQ STV - Losing Voter Bloc Anomaly,AQ STV - Removed Loser Ballots,AQ STV - Winning Voter Bloc Anomaly,AQ STV - Removed Winner Ballots,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Chamberlin-Courant - Losing Voter Bloc Anomaly,Chamberlin-Courant - Removed Loser Ballots,Chamberlin-Courant - Winning Voter Bloc Anomaly,Chamberlin-Courant - Removed Winner Ballots,Greedy Chamberlin-Courant - Losing Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Loser Ballots,Greedy Chamberlin-Courant - Winning Voter Bloc Anomaly,Greedy Chamberlin-Courant - Removed Winner Ballots,Expanding Approvals - Losing Voter Bloc Anomaly,Expanding Approvals - Removed Loser Ballots,Expanding Approvals - Winning Voter Bloc Anomaly,Expanding Approvals - Removed Winner Ballots
north_ayrshire_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2012_ward7.csv,,,"[7, 3, 8]","{(1,): 43.0}",,,,,,,,,,,,,,,,,,,,
north_ayrshire_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_ayrshire_2017_ward6.csv,"[2, 1, 3]","{(4,): 6.800000000000001, (4, 5): 3.3000000000000003, (4, 5, 6): 1.0, (4, 5, 6, 7): 0.2, (4, 5, 7): 0.5, (4, 5, 7, 8): 0.1, (4, 5, 8): 1.3, (4, 6): 1.2000000000000002, (4, 6, 5): 0.2, (4, 6, 7): 0.1, (4, 6, 7, 5, 8): 0.1, (4, 6, 8): 0.1, (4, 7, 8): 0.30000000000000004, (4, 8): 0.4, (4, 8, 5): 0.2, (4, 8, 6, 5): 0.1, (4, 8, 7): 0.1, (5,): 5.0, (5, 4): 3.3000000000000003, (5, 4, 6): 1.1, (5, 4, 7): 0.5, (5, 4, 7, 8): 0.1, (5, 4, 8): 0.8, (5, 4, 8, 7): 0.1, (5, 6): 0.7000000000000001, (5, 6, 4): 0.8, (5, 6, 7): 0.1, (5, 6, 8): 0.1, (5, 7, 6): 0.1, (5, 7, 8): 0.1, (5, 7, 8, 4): 0.1, (5, 8): 0.1, (6,): 11.5, (6, 4): 0.9, (6, 4, 5): 1.1, (6, 4, 7, 8): 0.1, (6, 5): 0.9, (6, 5, 4): 0.7000000000000001, (6, 5, 4, 7): 0.1, (6, 5, 7, 4, 8): 0.1, (6, 5, 8): 0.1, (6, 5, 8, 7): 0.1, (6, 7): 0.2, (6, 7, 8): 0.30000000000000004, (6, 8): 0.7000000000000001, (6, 8, 4): 0.1, (6, 8, 5): 0.2, (6, 8, 7): 0.4, (7,): 0.1, (7, 6): 0.1, (7, 6, 8): 0.1, (7, 8, 6): 0.1, (8,): 2.9000000000000004, (8, 4): 0.4, (8, 4, 5): 0.30000000000000004, (8, 4, 5, 6): 0.1, (8, 4, 5, 7): 0.1, (8, 4, 6): 0.1, (8, 5, 4): 0.1, (8, 6): 0.6000000000000001, (8, 6, 4): 0.2, (8, 6, 5): 0.2, (8, 6, 7): 0.2, (8, 7): 0.2, (8, 7, 4, 5): 0.1, (8, 7, 5): 0.30000000000000004}",,,"[2, 3, 1]","{(4,): 6.800000000000001, (4, 5): 3.3000000000000003, (4, 5, 6): 1.0, (4, 5, 6, 7): 0.2, (4, 5, 7): 0.5, (4, 5, 7, 8): 0.1, (4, 5, 8): 1.3, (4, 6): 1.2000000000000002, (4, 6, 5): 0.2, (4, 6, 7): 0.1, (4, 6, 7, 5, 8): 0.1, (4, 6, 8): 0.1, (4, 7, 8): 0.30000000000000004, (4, 8): 0.4, (4, 8, 5): 0.2, (4, 8, 6, 5): 0.1, (4, 8, 7): 0.1, (5,): 5.0, (5, 4): 3.3000000000000003, (5, 4, 6): 1.1, (5, 4, 7): 0.5, (5, 4, 7, 8): 0.1, (5, 4, 8): 0.8, (5, 4, 8, 7): 0.1, (5, 6): 0.7000000000000001, (5, 6, 4): 0.8, (5, 6, 7): 0.1, (5, 6, 8): 0.1, (5, 7, 6): 0.1, (5, 7, 8): 0.1, (5, 7, 8, 4): 0.1, (5, 8): 0.1, (6,): 11.5, (6, 4): 0.9, (6, 4, 5): 1.1, (6, 4, 7, 8): 0.1, (6, 5): 0.9, (6, 5, 4): 0.7000000000000001, (6, 5, 4, 7): 0.1, (6, 5, 7, 4, 8): 0.1, (6, 5, 8): 0.1, (6, 5, 8, 7): 0.1, (6, 7): 0.2, (6, 7, 8): 0.30000000000000004, (6, 8): 0.7000000000000001, (6, 8, 4): 0.1, (6, 8, 5): 0.2, (6, 8, 7): 0.4, (7,): 0.1, (7, 6): 0.1, (7, 6, 8): 0.1, (7, 8, 6): 0.1, (8,): 2.9000000000000004, (8, 4): 0.4, (8, 4, 5): 0.30000000000000004, (8, 4, 5, 6): 0.1, (8, 4, 5, 7): 0.1, (8, 4, 6): 0.1, (8, 5, 4): 0.1, (8, 6): 0.6000000000000001, (8, 6, 4): 0.2, (8, 6, 5): 0.2, (8, 6, 7): 0.2, (8, 7): 0.2, (8, 7, 4, 5): 0.1, (8, 7, 5): 0.30000000000000004}",,,,,,,,,,,,,,,,,,
north_ayrshire_2022_saltcoats_and_stevenston.csv,,,,,,,,,,,,,,,,,,,,,,,"[7, 3, 8, 2, 5]","{(5,): 24.0, (5, 3): 211.0, (3, 5): 650.0, (3,): 49.0}"
north_lanarkshire_2012_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2012_ward3.csv,,,"[1, 2, 8, 4]","{(1,): 62.0}",,,"[1, 2, 8, 4]","{(1,): 62.0}",,,,,,,,,,,,,,,,
north_lanarkshire_2017_ward11.csv,,,"[3, 4, 7, 1]","{(4,): 83.0}",,,"[3, 4, 7, 1]","{(4,): 83.0}",,,,,,,,,,,,,,,,
north_lanarkshire_2017_ward12.csv,,,"[2, 3, 4, 8]","{(8,): 484.0}",,,"[2, 3, 4, 8]","{(8,): 484.0}",,,"[2, 3, 4, 8]","{(8,): 484.0}",,,,,,,,,,,,
north_lanarkshire_2017_ward4.csv,,,,,"[1, 5, 4, 2]","{(3,): 7.5, (3, 6): 0.2, (3, 6, 7): 0.1, (3, 6, 8): 0.2, (3, 7): 0.5, (3, 7, 6): 0.30000000000000004, (3, 8): 1.2000000000000002, (3, 8, 7): 0.2, (6,): 1.2000000000000002, (6, 3): 0.2, (6, 3, 7): 0.1, (6, 7): 0.7000000000000001, (6, 7, 3): 0.1, (6, 7, 8): 0.30000000000000004, (6, 8): 0.2, (6, 8, 7, 3): 0.1, (7,): 2.1, (7, 3): 0.1, (7, 6): 1.0, (7, 6, 3): 0.30000000000000004, (7, 6, 8): 0.4, (7, 8): 0.6000000000000001, (7, 8, 3): 0.2, (7, 8, 6): 0.30000000000000004, (8,): 33.0, (8, 3): 2.1, (8, 3, 6): 0.1, (8, 3, 7): 0.30000000000000004, (8, 6): 0.9, (8, 6, 3): 0.6000000000000001, (8, 6, 7): 0.8, (8, 7): 3.5, (8, 7, 3): 0.4, (8, 7, 6): 0.5, (8, 7, 6, 3): 0.2}",,,,,,,,,,,,,,,,,,
north_lanarkshire_2017_ward7.csv,,,,,"[3, 5, 7, 8]","{(1,): 20.400000000000002, (1, 2): 1.4000000000000001, (1, 2, 4): 0.6000000000000001, (1, 2, 4, 6): 0.2, (1, 2, 6): 0.30000000000000004, (1, 4): 2.6, (1, 4, 2): 0.5, (1, 4, 2, 6): 0.1, (1, 4, 6): 3.5, (1, 4, 6, 2): 0.1, (1, 6): 3.2, (1, 6, 2): 0.30000000000000004, (1, 6, 2, 4): 0.1, (1, 6, 4): 1.6, (1, 6, 4, 2): 0.4, (2,): 0.8, (2, 1): 0.1, (2, 4): 0.30000000000000004, (2, 4, 6): 0.4, (2, 6): 0.1, (2, 6, 4): 0.1, (4,): 4.1000000000000005, (4, 1): 0.9, (4, 1, 2): 0.1, (4, 1, 6): 0.5, (4, 1, 6, 2): 0.30000000000000004, (4, 2): 0.9, (4, 2, 1): 0.1, (4, 2, 6): 0.4, (4, 6): 4.2, (4, 6, 1): 0.6000000000000001, (4, 6, 2): 0.8, (4, 6, 2, 1): 0.4, (6,): 4.4, (6, 1): 0.5, (6, 1, 4): 0.1, (6, 2): 0.5, (6, 4): 1.0, (6, 4, 1): 0.5, (6, 4, 2): 0.5, (6, 4, 2, 1): 0.1}",,,,,,,,,,,,,,,,,,
north_lanarkshire_2017_ward8.csv,,,,,"[2, 1, 3, 6]","{(4,): 0.6000000000000001, (4, 7): 0.1, (4, 8): 0.1, (5,): 1.0, (7,): 1.2000000000000002, (7, 4): 0.7000000000000001, (7, 5): 0.2, (7, 8): 0.5, (7, 8, 4): 0.2, (8,): 8.3, (8, 4): 0.1, (8, 5): 0.1, (8, 7): 0.6000000000000001, (8, 7, 4): 0.1, (8, 7, 5): 0.1}",,,,,,,,,,,,,,,,,"[2, 3, 6, 1]","{(1,): 206.0, (1, 2): 19.0, (1, 2, 6): 9.0, (1, 6): 51.0, (1, 6, 2): 11.0, (2,): 78.0, (2, 1): 7.0, (2, 1, 6): 5.0, (2, 6): 17.0, (2, 6, 1): 4.0, (6,): 187.0, (6, 1): 55.0, (6, 1, 2): 15.0, (6, 2): 26.0, (6, 2, 1): 14.0}"
north_lanarkshire_2017_ward9.csv,,,,,"[3, 5, 2, 6]","{(1,): 4.1000000000000005, (1, 4): 0.2, (1, 4, 7): 0.2, (1, 7): 1.1, (1, 7, 4): 0.2, (1, 7, 8): 0.5, (1, 8): 0.1, (1, 8, 7): 0.4, (4,): 3.2, (4, 7): 0.6000000000000001, (4, 7, 8, 1): 0.1, (4, 8): 0.2, (7,): 7.800000000000001, (7, 1): 1.8, (7, 1, 4): 0.2, (7, 1, 8): 0.5, (7, 1, 8, 4): 0.1, (7, 4): 1.5, (7, 4, 1): 0.2, (7, 4, 8): 0.1, (7, 8): 0.5, (7, 8, 1): 0.1, (8,): 2.3000000000000003, (8, 1): 0.2, (8, 1, 7): 0.1, (8, 4): 0.1, (8, 7): 0.30000000000000004, (8, 7, 1): 0.7000000000000001, (8, 7, 4): 0.1}",,,,,,,,,,,,,,,,,"[3, 6, 5, 2]","{(3,): 187.0}"
north_lanarkshire_2022_ward19.csv,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 4, 7]","{(1,): 126.0}"
north_lanarkshire_2022_ward2.csv,,,,,,,,,,,"[4, 6, 1, 3]","{(4, 6, 1): 3.0, (4, 6): 11.0, (6, 1, 4): 50.0, (1,): 68.0, (1, 4): 14.0, (4,): 59.0, (4, 1): 8.0, (6, 4): 19.0, (6,): 95.0, (1, 6): 375.0, (4, 1, 6): 5.0, (6, 1): 579.0, (1, 4, 6): 17.0, (1, 6, 4): 44.0, (6, 4, 1): 10.0}",,,,,,,,,,,"[6, 4, 1, 3]","{(4, 6, 1): 3.0, (4, 6): 11.0, (6, 1, 4): 50.0, (1,): 68.0, (1, 4): 14.0, (4,): 59.0, (4, 1): 8.0, (6, 4): 19.0, (6,): 95.0, (1, 6): 375.0, (4, 1, 6): 5.0, (6, 1): 579.0, (1, 4, 6): 17.0, (1, 6, 4): 44.0, (6, 4, 1): 10.0}"
north_lanarkshire_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
north_lanarkshire_2022_ward8.csv,,,,,"[1, 2, 3, 5]","{(4, 6, 7): 0.8999999999999999, (7, 4, 6): 0.6, (4, 7): 0.6, (7,): 36.3, (7, 6): 2.6999999999999997, (4,): 1.5, (6, 7): 0.6, (7, 4): 4.2, (6,): 4.8, (6, 7, 4): 0.6, (7, 6, 4): 1.7999999999999998}",,,"[1, 2, 3, 5]","{(4, 6, 7): 0.6000000000000001, (7, 4, 6): 0.4, (4, 7): 0.4, (7,): 24.200000000000003, (7, 6): 1.8, (4,): 1.0, (6, 7): 0.4, (7, 4): 2.8000000000000003, (6,): 3.2, (6, 7, 4): 0.4, (7, 6, 4): 1.2000000000000002}",,,,,,,,,,,,,,
orkney_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
orkney_2022_ward2.csv,,,,,,,,,"[5, 2, 7, 3]","{(8,): 2.0, (1,): 15.0, (8, 1, 6): 0.5, (8, 6, 1): 0.5, (6,): 5.0, (1, 6): 0.5, (6, 1): 1.5}",,,,,,,,,,,,,"[5, 7, 2, 4]","{(5,): 13.0}"
perth_kinross_2012_ward10.csv,,,,,,,,,,,"[6, 8, 1, 3]","{(8,): 114.0}",,,,,,,,,,,,
perth_kinross_2012_ward12.csv,,,,,,,"[2, 4, 1, 3]","{(1,): 179.0}",,,"[1, 2, 4, 7]","{(2,): 37.0}",,,,,,,,,"[2, 1, 4, 3]","{(5, 6, 8): 1.2, (5, 8): 1.7999999999999998, (6,): 25.8, (6, 5): 2.4, (6, 5, 8): 5.3999999999999995, (6, 8): 7.8, (6, 8, 5): 7.8, (8,): 7.8, (8, 5): 1.2, (8, 5, 6): 2.4, (8, 6): 3.5999999999999996, (8, 6, 5): 3.5999999999999996}","[2, 1, 3, 4]","{(1,): 179.0}"
perth_kinross_2017_ward10.csv,,,,,,,,,,,,,,,,,,,,,,,"[8, 1, 4, 5]","{(4,): 513.0, (4, 8): 376.0, (8,): 428.0, (8, 4): 342.0}"
perth_kinross_2017_ward11.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2017_ward12.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
perth_kinross_2017_ward8.csv,,,,,,,,,,,,,,,,,,,"[5, 2, 8, 6]","{(6,): 111.0, (6, 8): 16.0, (8,): 220.0, (8, 6): 40.0}","[5, 6, 2, 8]","{(3,): 6.5, (4,): 27.0, (4, 3): 2.5, (4, 3, 7): 0.5, (4, 7): 1.5, (7,): 9.0, (7, 3): 0.5, (7, 4): 0.5}","[5, 8, 2, 6]","{(2,): 28.0, (2, 5): 5.0, (2, 5, 6): 3.0, (2, 6): 21.0, (2, 6, 5): 7.0, (5,): 59.0, (5, 2): 10.0, (5, 2, 6): 4.0, (5, 6): 22.0, (5, 6, 2): 11.0, (6,): 111.0, (6, 2): 24.0, (6, 2, 5): 11.0, (6, 5): 16.0, (6, 5, 2): 8.0}"
perth_kinross_2022_ward1.csv,,,,,"[1, 3, 4]","{(2, 7, 5): 0.2, (8,): 1.3, (5, 2, 8): 0.1, (5, 7, 6): 0.1, (2, 5, 6): 0.1, (8, 6, 2): 0.1, (5, 2): 0.5, (2, 7): 0.2, (8, 5, 2): 0.1, (7, 2, 8): 0.1, (2,): 1.4000000000000001, (7, 8, 6): 0.1, (5,): 1.7000000000000002, (7, 5, 2): 0.1, (7,): 1.3, (2, 5): 0.7000000000000001, (6, 7, 5, 2, 8): 0.1, (5, 6): 0.1, (6,): 1.0, (5, 8, 2): 0.1, (5, 6, 7): 0.1, (6, 5, 7): 0.1, (2, 8): 0.2, (5, 8): 0.2, (8, 2, 7): 0.1, (7, 5): 0.1, (8, 2): 0.30000000000000004, (6, 5): 0.1, (6, 7, 2): 0.1, (2, 5, 7): 0.1, (2, 6, 5): 0.1}",,,,,,,,,,,,,,,,,,
perth_kinross_2022_ward4.csv,,,,,,,,,,,,,,,,,,,"[8, 1, 3]","{(1,): 51.0, (3,): 139.0, (3, 1): 43.0, (1, 3): 40.0}",,,,
perth_kinross_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,"[8, 7, 6, 2]","{(2, 8, 6): 11.0, (8,): 251.0, (8, 6, 2): 29.0, (2, 6): 54.0, (2,): 66.0, (8, 6): 39.0, (2, 6, 8): 23.0, (6, 8, 2): 18.0, (6, 2, 8): 28.0, (6,): 122.0, (6, 8): 29.0, (2, 8): 7.0, (6, 2): 89.0, (8, 2): 34.0, (8, 2, 6): 24.0}"
renfrewshire_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
renfrewshire_2022_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2012_ward8.csv,"[8, 5, 3]","{(1,): 35.699999999999996, (1, 2): 8.399999999999999, (1, 2, 6): 1.4, (1, 2, 7): 3.5, (1, 6): 2.8, (1, 6, 2): 0.7, (1, 6, 7): 1.4, (1, 7): 2.0999999999999996, (1, 7, 2): 0.7, (1, 7, 6): 1.4, (2,): 15.399999999999999, (2, 1): 3.5, (2, 1, 6): 1.4, (2, 1, 7): 0.7, (2, 7): 0.7, (2, 7, 1): 0.7, (2, 7, 6): 0.7, (6,): 11.2, (6, 1): 2.8, (6, 1, 2): 0.7, (6, 2): 1.4, (6, 2, 7): 0.7, (6, 7): 7.0, (6, 7, 1, 2): 0.7, (6, 7, 2): 2.0999999999999996, (7,): 77.0, (7, 1): 7.0, (7, 1, 2): 5.6, (7, 1, 2, 6): 1.4, (7, 1, 6): 2.8, (7, 2): 4.8999999999999995, (7, 2, 1): 7.0, (7, 2, 6): 2.0999999999999996, (7, 2, 6, 1): 2.0999999999999996, (7, 6): 13.299999999999999, (7, 6, 1): 2.8, (7, 6, 2): 4.199999999999999, (7, 6, 2, 1): 1.4}",,,"[8, 5, 3]","{(1,): 35.699999999999996, (1, 2): 8.399999999999999, (1, 2, 6): 1.4, (1, 2, 7): 3.5, (1, 6): 2.8, (1, 6, 2): 0.7, (1, 6, 7): 1.4, (1, 7): 2.0999999999999996, (1, 7, 2): 0.7, (1, 7, 6): 1.4, (2,): 15.399999999999999, (2, 1): 3.5, (2, 1, 6): 1.4, (2, 1, 7): 0.7, (2, 7): 0.7, (2, 7, 1): 0.7, (2, 7, 6): 0.7, (6,): 11.2, (6, 1): 2.8, (6, 1, 2): 0.7, (6, 2): 1.4, (6, 2, 7): 0.7, (6, 7): 7.0, (6, 7, 1, 2): 0.7, (6, 7, 2): 2.0999999999999996, (7,): 77.0, (7, 1): 7.0, (7, 1, 2): 5.6, (7, 1, 2, 6): 1.4, (7, 1, 6): 2.8, (7, 2): 4.8999999999999995, (7, 2, 1): 7.0, (7, 2, 6): 2.0999999999999996, (7, 2, 6, 1): 2.0999999999999996, (7, 6): 13.299999999999999, (7, 6, 1): 2.8, (7, 6, 2): 4.199999999999999, (7, 6, 2, 1): 1.4}",,,,,,,,,,,,,,,,,,
sc_borders_2017_ward1.csv,,,,,,,,,,,"[8, 1, 2]","{(1,): 158.0}",,,,,,,,,,,,
sc_borders_2017_ward3.csv,,,"[2, 4, 1, 5]","{(4,): 372.0}",,,"[2, 4, 1, 5]","{(1,): 49.0, (1, 4): 27.0, (4,): 372.0, (4, 1): 46.0}",,,"[2, 4, 1, 5]","{(4,): 372.0}",,,,,,,,,,,,
sc_borders_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
sc_borders_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,
shetland_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_ayrshire_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,"[2, 4, 3, 7]","{(4, 3): 14.0, (3, 4): 52.0, (4,): 53.0, (3,): 325.0}"
south_ayrshire_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2012_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward10.csv,,,"[4, 7, 5]","{(4,): 66.0}",,,"[4, 7, 5]","{(4,): 66.0}",,,,,,,,,,,,,,,"[4, 7, 8]","{(7,): 372.0}"
south_lanarkshire_2017_ward13.csv,"[4, 1, 6]","{(2,): 3.5999999999999996, (2, 3): 0.8999999999999999, (2, 5): 0.6, (2, 5, 7): 0.3, (2, 7): 0.8999999999999999, (2, 7, 3): 0.6, (2, 7, 5): 0.8999999999999999, (3,): 2.4, (3, 2): 0.6, (3, 2, 5): 0.3, (3, 5): 0.3, (3, 5, 2): 0.3, (5,): 3.0, (5, 2): 0.8999999999999999, (5, 2, 3): 0.3, (5, 2, 7): 0.3, (5, 7): 0.6, (5, 7, 2): 0.6, (5, 7, 3): 0.6, (7,): 26.4, (7, 2): 3.9, (7, 2, 5): 1.2, (7, 3, 2): 0.6, (7, 5): 3.9, (7, 5, 2): 1.5, (7, 5, 3): 0.3}",,,,,,,,,,,,,,,,,"[6, 4, 8]","{(8,): 380.0}","[6, 8, 4]","{(1,): 25.9, (1, 2): 0.7, (1, 2, 3): 0.7, (1, 2, 5): 0.7, (1, 3, 5): 1.4, (1, 5): 1.4, (1, 5, 2): 0.7, (2,): 8.399999999999999, (2, 3): 2.0999999999999996, (2, 5): 1.4, (2, 5, 1): 0.7, (3,): 5.6, (3, 1, 2): 0.7, (3, 2): 1.4, (3, 2, 5): 0.7, (3, 5): 0.7, (3, 5, 2): 0.7, (5,): 7.0, (5, 1): 1.4, (5, 2): 2.0999999999999996, (5, 2, 3): 0.7}","[6, 4, 8]","{(8,): 380.0}"
south_lanarkshire_2017_ward14.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward15.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward14.csv,,,,,"[2, 4, 8]","{(7, 6, 5): 0.1, (1, 7, 6): 0.1, (3, 6, 5): 0.1, (1,): 1.9000000000000001, (7, 5, 3, 6): 0.1, (7, 5, 3): 0.30000000000000004, (3, 7, 5): 0.1, (7, 3, 1): 0.8, (3, 6, 7): 0.1, (1, 5): 0.7000000000000001, (7, 1, 6): 0.1, (1, 3, 7): 0.1, (5,): 1.8, (5, 7, 3): 0.2, (6, 7, 1): 0.1, (6, 1, 5): 0.30000000000000004, (1, 7, 3): 0.2, (7,): 11.8, (1, 5, 7): 0.30000000000000004, (7, 1, 5): 0.5, (6, 7): 0.1, (1, 7): 0.6000000000000001, (3, 7, 1): 0.30000000000000004, (5, 7, 1): 0.2, (7, 1, 3): 0.6000000000000001, (5, 3): 0.2, (7, 3): 0.4, (1, 3, 5): 0.4, (1, 7, 5): 0.1, (3, 5): 0.6000000000000001, (6, 5, 1): 0.4, (7, 1): 3.8000000000000003, (5, 6): 0.30000000000000004, (5, 1): 0.1, (6,): 1.2000000000000002, (3, 1, 7): 0.1, (3,): 2.2, (5, 6, 7): 0.2, (6, 5, 7): 0.1, (7, 5, 1): 0.1, (3, 1): 0.2, (7, 1, 5, 3): 0.1, (7, 5): 0.5, (6, 1): 0.1, (6, 1, 7): 0.2, (6, 5): 0.2, (1, 3): 0.1, (7, 6, 1): 0.1, (5, 1, 6): 0.1}",,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,
south_lanarkshire_2022_ward9.csv,"[4, 7, 6]","{(8,): 18.0, (2, 8, 1): 0.9, (1,): 285.3, (3, 1, 8): 0.9, (2,): 15.3, (8, 1): 0.9, (1, 2): 11.700000000000001, (1, 8, 3): 0.9, (1, 2, 8): 4.5, (1, 8, 2): 2.7, (1, 3, 8): 3.6, (2, 3, 1): 0.9, (1, 2, 3): 9.9, (3,): 3.6, (1, 8): 25.2, (3, 2, 1): 3.6, (1, 3, 2): 4.5, (2, 1, 3): 2.7, (2, 1): 6.3, (8, 2): 0.9, (1, 3): 26.1}","[1, 4, 6]","{(4, 7): 138.0, (7,): 235.0, (4,): 453.0, (7, 4): 122.0}","[4, 7, 6]","{(8,): 18.0, (2, 8, 1): 0.9, (1,): 285.3, (3, 1, 8): 0.9, (2,): 15.3, (8, 1): 0.9, (1, 2): 11.700000000000001, (1, 8, 3): 0.9, (1, 2, 8): 4.5, (1, 8, 2): 2.7, (1, 3, 8): 3.6, (2, 3, 1): 0.9, (1, 2, 3): 9.9, (3,): 3.6, (1, 8): 25.2, (3, 2, 1): 3.6, (1, 3, 2): 4.5, (2, 1, 3): 2.7, (2, 1): 6.3, (8, 2): 0.9, (1, 3): 26.1}","[1, 4, 6]","{(4, 7): 138.0, (7,): 235.0, (4,): 453.0, (7, 4): 122.0}","[4, 7, 6]","{(8,): 18.0, (2, 8, 1): 0.9, (1,): 285.3, (3, 1, 8): 0.9, (2,): 15.3, (8, 1): 0.9, (1, 2): 11.700000000000001, (1, 8, 3): 0.9, (1, 2, 8): 4.5, (1, 8, 2): 2.7, (1, 3, 8): 3.6, (2, 3, 1): 0.9, (1, 2, 3): 9.9, (3,): 3.6, (1, 8): 25.2, (3, 2, 1): 3.6, (1, 3, 2): 4.5, (2, 1, 3): 2.7, (2, 1): 6.3, (8, 2): 0.9, (1, 3): 26.1}","[1, 4, 6]","{(4, 7): 138.0, (7,): 235.0, (4,): 453.0, (7, 4): 122.0}",,,,,,,,,,,,
