Election,Scottish STV - Losing Voter Bloc Anomaly,Scottish STV - Removed Loser Ballots,Scottish STV - Losing Voter Bloc Original Winning Parties,Scottish STV - Losing Voter Bloc New Winning Parties,Scottish STV - Winning Voter Bloc Anomaly,Scottish STV - Removed Winner Ballots,Scottish STV - Winning Voter Bloc Original Winning Parties,Scottish STV - Winning Voter Bloc New Winning Parties,Scottish STV - Alt Winning Voter Bloc Anomaly,Scottish STV - Removed Alt Winner Ballots,Scottish STV - Alt Winning Voter Bloc Original Winning Parties,Scottish STV - Alt Winning Voter Bloc New Winning Parties,Meek STV - Losing Voter Bloc Anomaly,Meek STV - Removed Loser Ballots,Meek STV - Losing Voter Bloc Original Winning Parties,Meek STV - Losing Voter Bloc New Winning Parties,Meek STV - Winning Voter Bloc Anomaly,Meek STV - Removed Winner Ballots,Meek STV - Winning Voter Bloc Original Winning Parties,Meek STV - Winning Voter Bloc New Winning Parties,Meek STV - Alt Winning Voter Bloc Anomaly,Meek STV - Removed Alt Winner Ballots,Meek STV - Alt Winning Voter Bloc Original Winning Parties,Meek STV - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Loser Ballots,Chamberlin-Courant (OM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Winner Ballots,Chamberlin-Courant (OM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (OM) - Removed Alt Winner Ballots,Chamberlin-Courant (OM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (OM) - Alt Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Loser Ballots,Chamberlin-Courant (PM) - Losing Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Losing Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Winner Ballots,Chamberlin-Courant (PM) - Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Winning Voter Bloc New Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Anomaly,Chamberlin-Courant (PM) - Removed Alt Winner Ballots,Chamberlin-Courant (PM) - Alt Winning Voter Bloc Original Winning Parties,Chamberlin-Courant (PM) - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals PM - Losing Voter Bloc Anomaly,Expanding Approvals PM - Removed Loser Ballots,Expanding Approvals PM - Losing Voter Bloc Original Winning Parties,Expanding Approvals PM - Losing Voter Bloc New Winning Parties,Expanding Approvals PM - Winning Voter Bloc Anomaly,Expanding Approvals PM - Removed Winner Ballots,Expanding Approvals PM - Winning Voter Bloc Original Winning Parties,Expanding Approvals PM - Winning Voter Bloc New Winning Parties,Expanding Approvals PM - Alt Winning Voter Bloc Anomaly,Expanding Approvals PM - Removed Alt Winner Ballots,Expanding Approvals PM - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals PM - Alt Winning Voter Bloc New Winning Parties,Expanding Approvals OM - Losing Voter Bloc Anomaly,Expanding Approvals OM - Removed Loser Ballots,Expanding Approvals OM - Losing Voter Bloc Original Winning Parties,Expanding Approvals OM - Losing Voter Bloc New Winning Parties,Expanding Approvals OM - Winning Voter Bloc Anomaly,Expanding Approvals OM - Removed Winner Ballots,Expanding Approvals OM - Winning Voter Bloc Original Winning Parties,Expanding Approvals OM - Winning Voter Bloc New Winning Parties,Expanding Approvals OM - Alt Winning Voter Bloc Anomaly,Expanding Approvals OM - Removed Alt Winner Ballots,Expanding Approvals OM - Alt Winning Voter Bloc Original Winning Parties,Expanding Approvals OM - Alt Winning Voter Bloc New Winning Parties
stirling_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stirling_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 3, 7]","{(2, 8, 6): 0, (4, 6): 4, (8,): 6, (8, 6, 2): 0, (4, 6, 2): 1, (4, 8): 10, (4, 2, 6): 1, (2, 4): 3, (2, 6): 2, (6, 4, 2): 0, (2,): 9, (4, 2): 0, (2, 4, 6): 0, (4,): 39, (4, 2, 8): 1, (6, 2, 4): 1, (6, 8, 2): 0, (4, 8, 2): 1, (2, 6, 4, 8): 0, (6, 4): 2, (6,): 7, (6, 4, 8): 0, (4, 6, 8): 0, (4, 8, 6): 2, (6, 2): 3, (8, 2, 6): 1}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[5, 3, 7]","{(3,): 79}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']","[5, 3, 7]","{(3,): 79}","['Con', 'Lab', 'SNP']","['Lab', 'SNP', 'SNP']"
stirling_2022_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_dunbartonshire_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 8, 7]","{(2,): 50}","['Lab', 'Lab', 'SNP', 'SNP']","['Ind', 'Lab', 'Lab', 'SNP']","[1, 2, 8, 7]","{(2,): 50}","['Lab', 'Lab', 'SNP', 'SNP']","['Ind', 'Lab', 'Lab', 'SNP']"
west_dunbartonshire_2017_ward2.csv,,,,,"[1, 2, 6, 5]","{(2,): 29}","['Lab', 'SNP', 'SNP', 'WDuns']","['Lab', 'Lab', 'SNP', 'WDuns']","[1, 2, 6, 5]","{(2,): 29}","['Lab', 'SNP', 'SNP', 'WDuns']","['Lab', 'Lab', 'SNP', 'WDuns']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 1, 6, 4]","{(6,): 34}","['Lab', 'Lab', 'SNP', 'WDuns']","['Lab', 'SNP', 'SNP', 'WDuns']","[2, 1, 6, 4]","{(6,): 34}","['Lab', 'Lab', 'SNP', 'WDuns']","['Lab', 'SNP', 'SNP', 'WDuns']",,,,,,,,,,,,
west_dunbartonshire_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 7, 6, 2]","{(3,): 63}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'WDuns']","[3, 7, 6, 2]","{(3,): 63}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'WDuns']",,,,,,,,,,,,
west_lothian_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 5, 6, 7]","{(6,): 14}","['Lab', 'SNP', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[2, 5, 6, 7]","{(6,): 14}","['Lab', 'SNP', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']"
west_lothian_2012_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 5, 2, 6]","{(1,): 654, (1, 3): 18, (1, 3, 5): 3, (1, 5): 37, (1, 5, 3): 2, (3,): 38, (3, 1): 3, (3, 1, 5): 1, (3, 5): 1, (3, 5, 1): 1, (5,): 34, (5, 1): 3, (5, 1, 3): 2, (5, 3): 5, (5, 3, 1): 1}","['Con', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[1, 3, 6, 2]","{(1,): 436}","['Con', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,"[1, 3, 6, 2]","{(1,): 436, (1, 2): 2, (1, 2, 3): 4, (1, 3): 12, (1, 3, 2): 1, (2,): 14, (2, 1): 2, (2, 3): 4, (2, 3, 1): 1, (3,): 25, (3, 1): 2, (3, 1, 2): 0, (3, 2): 8, (3, 2, 1): 2}","['Con', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[1, 3, 6, 2]","{(1,): 436, (1, 2): 2, (1, 2, 3): 4, (1, 3): 12, (1, 3, 2): 1, (2,): 14, (2, 1): 2, (2, 3): 4, (2, 3, 1): 1, (3,): 25, (3, 1): 2, (3, 1, 2): 0, (3, 2): 8, (3, 2, 1): 2}","['Con', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']"
west_lothian_2017_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 7, 5, 4]","{(4,): 65, (4, 7): 16, (7,): 26, (7, 4): 6}","['Con', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[1, 7, 5, 4]","{(4,): 65, (4, 7): 16, (7,): 26, (7, 4): 6}","['Con', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']"
west_lothian_2017_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2022_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
west_lothian_2022_ward8.csv,,,,,"[1, 2, 8, 5]","{(1,): 33, (2,): 61, (1, 2): 15, (2, 1): 19}","['Lab', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[1, 2, 8, 5]","{(1,): 33, (2,): 61, (1, 2): 15, (2, 1): 19}","['Lab', 'Lab', 'SNP', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2012_ward5.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeenshire_2022_ward17.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2012_ward1.csv,,,,,"[1, 5, 4, 6]","{(1,): 66, (1, 3): 326, (1, 3, 5): 33, (1, 5): 6, (1, 5, 3): 8, (3,): 14, (3, 1): 80, (3, 1, 5): 10, (3, 5, 1): 3, (5,): 44, (5, 1): 7, (5, 1, 3): 3, (5, 3): 4, (5, 3, 1): 4}","['Lab', 'Lab', 'SNP', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']",,,,,"[1, 5, 3, 4]","{(2,): 39, (2, 6): 4, (2, 6, 7): 3, (2, 6, 7, 9): 3, (2, 6, 9): 1, (2, 6, 9, 7): 1, (2, 7): 14, (2, 7, 6): 5, (2, 7, 6, 9): 1, (2, 7, 9): 2, (2, 9): 5, (2, 9, 6): 3, (2, 9, 6, 7): 1, (6,): 80, (6, 2): 6, (6, 2, 7): 2, (6, 2, 9, 7): 3, (6, 7): 8, (6, 7, 2): 4, (6, 7, 9): 3, (6, 9): 20, (6, 9, 2): 11, (6, 9, 2, 7): 2, (6, 9, 7): 1, (6, 9, 7, 2): 6, (7,): 14, (7, 2): 8, (7, 2, 6): 2, (7, 2, 9): 3, (7, 6): 1, (7, 6, 2, 9): 1, (7, 9, 2): 3, (7, 9, 6): 2, (7, 9, 6, 2): 1, (9,): 90, (9, 2): 17, (9, 2, 6): 4, (9, 2, 6, 7): 1, (9, 2, 7): 15, (9, 2, 7, 6): 2, (9, 6): 41, (9, 6, 2): 20, (9, 6, 2, 7): 3, (9, 6, 7): 5, (9, 6, 7, 2): 3, (9, 7): 13, (9, 7, 2): 4, (9, 7, 2, 6): 1, (9, 7, 6): 3}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[1, 5, 4, 6]","{(1,): 66, (1, 3): 326, (1, 3, 5): 33, (1, 5): 6, (1, 5, 3): 8, (3,): 14, (3, 1): 80, (3, 1, 5): 10, (3, 5, 1): 3, (5,): 44, (5, 1): 7, (5, 1, 3): 3, (5, 3): 4, (5, 3, 1): 4}","['Lab', 'Lab', 'SNP', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']","[1, 5, 3, 4]","{(1,): 33, (1, 3): 163, (1, 3, 5): 16, (1, 5): 3, (1, 5, 3): 4, (3,): 7, (3, 1): 40, (3, 1, 5): 5, (3, 5, 1): 1, (5,): 22, (5, 1): 3, (5, 1, 3): 1, (5, 3): 2, (5, 3, 1): 2}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[5, 1, 8, 3]","{(1,): 66, (1, 3): 326, (1, 3, 5): 33, (1, 5): 6, (1, 5, 3): 8, (3,): 14, (3, 1): 80, (3, 1, 5): 10, (3, 5, 1): 3, (5,): 44, (5, 1): 7, (5, 1, 3): 3, (5, 3): 4, (5, 3, 1): 4}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']","[5, 1, 8, 3]","{(1,): 66, (1, 3): 326, (1, 3, 5): 33, (1, 5): 6, (1, 5, 3): 8, (3,): 14, (3, 1): 80, (3, 1, 5): 10, (3, 5, 1): 3, (5,): 44, (5, 1): 7, (5, 1, 3): 3, (5, 3): 4, (5, 3, 1): 4}","['Lab', 'Lab', 'SNP', 'SNP']","['Lab', 'Lab', 'SNP', 'SNP']"
aberdeen_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2012_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 1, 6, 8]","{(3,): 177, (3, 6): 44, (6,): 43, (6, 3): 15}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[3, 1, 6, 8]","{(3,): 177, (3, 6): 44, (6,): 43, (6, 3): 15}","['Con', 'Ind', 'LD', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[3, 1, 6, 2]","{(4,): 5, (4, 5, 7): 1, (4, 7): 1, (4, 7, 9): 2, (5,): 8, (5, 4, 7): 1, (5, 7): 1, (7,): 36, (7, 4): 2, (7, 4, 5): 1, (7, 5): 3, (7, 9): 3, (7, 9, 4): 1, (9,): 220, (9, 4): 8, (9, 5): 1, (9, 5, 4): 2, (9, 5, 7): 1, (9, 7): 7, (9, 7, 4): 2, (9, 7, 5): 2}","['Con', 'Ind', 'SNP', 'SNP']","['Con', 'Ind', 'LD', 'SNP']",,,,,,,,
aberdeen_2017_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aberdeen_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 5, 3, 4]","{(2,): 16, (2, 6): 0, (2, 6, 7): 0, (2, 7): 4, (2, 7, 8): 0, (2, 8): 0, (2, 8, 6): 0, (6,): 1, (6, 8): 0, (7,): 0, (7, 2): 0, (8,): 0}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']","[1, 5, 3, 4]","{(5,): 11}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']","[1, 5, 3, 4]","{(5,): 11}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']"
aberdeen_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
angus_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 8, 4, 5]","{(5, 4): 1, (4, 5): 3, (5,): 276, (4,): 25}","['Con', 'Ind', 'SNP', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']","[3, 8, 4, 5]","{(5, 4): 1, (4, 5): 3, (5,): 276, (4,): 25}","['Con', 'Ind', 'SNP', 'SNP']","['Con', 'Ind', 'SNP', 'SNP']"
argyll_bute_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2012_ward6.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
argyll_bute_2022_ward3.csv,"[3, 8, 5]","{(2, 7, 1): 0, (2, 4, 7): 1, (9, 4, 2): 0, (1,): 1, (2, 4): 2, (4, 2, 9): 0, (2,): 9, (4, 7): 0, (4, 9): 0, (1, 2): 0, (4, 2): 3, (7,): 16, (9, 2, 4): 0, (7, 4, 2): 1, (4,): 13, (4, 7, 1): 0, (9,): 1, (7, 4): 0, (7, 1, 4): 0, (4, 2, 7): 1, (4, 2, 1): 0, (1, 4, 2): 0, (2, 4, 1): 0, (1, 2, 4): 0}","['Con', 'Ind', 'SNP']","['Ind', 'Ind', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[8, 3, 7]","{(9, 4, 2): 1, (2, 6, 4): 1, (4, 6): 1, (6, 1, 4): 1, (4, 6, 2): 2, (1,): 2, (4, 2, 6): 4, (2, 4): 5, (4, 2, 9): 1, (6, 4, 2): 15, (2,): 18, (4, 9): 1, (9, 2, 6): 1, (1, 2): 1, (4, 2): 7, (2, 4, 6): 6, (9, 2, 4): 1, (4,): 27, (6, 2, 4): 8, (9,): 3, (6, 4): 4, (6,): 69, (6, 2, 1): 1, (9, 1, 6): 1, (4, 2, 1): 1, (6, 2): 13, (6, 9, 2): 1, (1, 4, 2): 1, (2, 4, 1): 1, (1, 4, 6): 1, (1, 2, 4): 1}","['Ind', 'Ind', 'SNP']","['Ind', 'Ind', 'SNP']",,,,,,,,
argyll_bute_2022_ward8.csv,"[2, 4, 7]","{(3, 1, 5): 0, (8,): 0, (1, 5, 3): 0, (8, 5, 3): 0, (1,): 7, (3, 1, 8): 0, (3, 5, 6): 0, (1, 5): 0, (3, 8): 0, (5,): 0, (8, 6): 0, (8, 3, 6): 0, (5, 3): 0, (3, 5): 0, (8, 3): 0, (5, 1, 3): 0, (6,): 1, (1, 6): 0, (3,): 5, (8, 5, 1): 0, (3, 1): 0, (6, 1): 0, (5, 3, 1): 0, (8, 5): 0}","['Con', 'Ind', 'SNP']","['Ind', 'Ind', 'SNP']",,,,,,,,,,,,,"[2, 4, 9]","{(2, 4): 24, (2,): 131, (4, 2): 18, (4,): 101}","['Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']","[2, 4, 9]","{(2, 4): 24, (2,): 131, (4, 2): 18, (4,): 101}","['Ind', 'Ind', 'SNP']","['Con', 'Ind', 'SNP']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2012_ward13.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[1, 2, 3, 7]","{(3,): 96, (3, 6): 3, (3, 6, 7): 2, (3, 7): 24, (3, 7, 6): 2, (6,): 17, (6, 3): 2, (6, 3, 7): 0, (7,): 51, (7, 3): 20, (7, 3, 6): 3, (7, 6): 3, (7, 6, 3): 0}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Ind', 'LD', 'Lab']",,,,,,,,,"[1, 2, 3, 7]","{(3,): 96, (3, 6): 3, (3, 6, 7): 2, (3, 7): 24, (3, 7, 6): 2, (6,): 17, (6, 3): 2, (6, 3, 7): 0, (7,): 51, (7, 3): 20, (7, 3, 6): 3, (7, 6): 3, (7, 6, 3): 0}","['Con', 'Ind', 'Lab', 'SNP']","['Con', 'Ind', 'LD', 'Lab']",,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dumgal_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2012_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2012_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2012_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2017_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[4, 2, 6, 7]","{(1,): 1, (1, 3): 0, (1, 5): 0, (1, 5, 3, 9): 0, (1, 9): 0, (3,): 29, (3, 1): 1, (3, 1, 5): 1, (3, 1, 5, 9): 0, (3, 5): 1, (3, 5, 1): 0, (3, 9): 0, (5,): 2, (5, 1): 0, (5, 1, 9): 0, (5, 3): 0, (5, 3, 1): 0, (9,): 0}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'LD', 'Lab', 'SNP']","[4, 2, 6, 7]","{(2,): 12, (2, 4): 4, (4,): 127, (4, 2): 12}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'LD', 'Lab', 'SNP']","[4, 2, 6, 7]","{(2,): 12, (2, 4): 4, (4,): 127, (4, 2): 12}","['LD', 'Lab', 'SNP', 'SNP']","['Grn', 'LD', 'Lab', 'SNP']",,,,,"[4, 2, 6, 8]","{(2,): 25, (2, 6): 4, (6,): 93, (6, 2): 1}","['Grn', 'LD', 'Lab', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']","[4, 2, 6, 8]","{(2,): 25, (2, 6): 4, (6,): 93, (6, 2): 1}","['Grn', 'LD', 'Lab', 'SNP']","['LD', 'Lab', 'SNP', 'SNP']"
dundee_2017_ward7.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2017_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2022_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2022_ward2.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2022_ward3.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dundee_2022_ward4.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[3, 7, 5, 6]","{(8,): 2, (2, 4, 8): 0, (2, 8, 1): 0, (4, 8): 0, (1,): 8, (2, 4): 8, (2, 8, 4): 0, (2,): 49, (1, 2): 0, (4, 2): 2, (1, 4, 8): 0, (4,): 9, (1, 2, 8): 0, (2, 1, 8): 0, (2, 8): 0, (2, 1, 4): 0, (1, 8): 1, (2, 1): 1, (2, 4, 1): 0, (8, 2): 0}","['Lab', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']","[3, 7, 5, 6]","{(7,): 80}","['Lab', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']","[3, 7, 5, 6]","{(7,): 80}","['Lab', 'Lab', 'SNP', 'SNP']","['Grn', 'Lab', 'SNP', 'SNP']"
dundee_2022_ward8.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_ayrshire_2017_ward9.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
east_lothian_2017_ward1.csv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[2, 3, 1, 7]","{(2,): 74, (2, 5): 7, (5,): 399, (5, 2): 5}","['Con', 'Lab', 'SNP', 'SNP']","['Ind', 'Lab', 'Lab', 'SNP']",,,,,,,,,"[2, 3, 5, 9]","{(5,): 266}","['Con', 'Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']","[2, 3, 5, 9]","{(5,): 266}","['Con', 'Grn', 'Lab', 'SNP']","['Con', 'Lab', 'SNP', 'SNP']"
